楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
48,1,48_1,307,170.1732,159.1,3,3,7.777,3.03,9.792,4.182,139.493,127.914,52,54,75,77,115,127,177,179,223,232,274,287,214,242,2616835.737,2598693.849,2627268.042,2352364.945,354.4723378
48,2,48_2,614,170.1732,396.4,13,14.14,13.974,15.244,20.904,14.805,334.539,317.89,74,86,139,152,217,233,328,349,413,426,524,538,404,463,2868122.683,2860277.364,2872287.102,2579529.636,373.3927667
48,3,48_3,899,170.1732,687.7,24.764,24.48,21.321,27.72,36.252,24.3,593.38,565.516,91,120,217,240,365,386,530,559,667,692,807,833,654,742,2943713.232,2935535.053,2949063.203,2664151.973,379.0842904
48,4,48_4,1248,170.1732,953.3,31.815,27.71,35.668,33.705,52.1565,39.05,848.148,786.108,125,160,280,314,485,520,728,772,927,962,1113,1152,914,1036,3081057.999,3070999.765,3087249.025,2715734.273,389.4255435
48,5,48_5,1417,170.1732,1208.9,36.966,39.037,49.035,41.364,83.325,42.46,1066.582,986.832,117,158,308,350,535,577,823,872,1038,1088,1270,1313,1024,1164,3204672.544,3187657.652,3212895.518,2866743.576,398.7329915
49,1,49_1,376,141,204.3,5,5,7.011,5.05,14.6955,11.73,171.6555,129.8915,18,22,34,38,78,102,121,125,163,178,234,258,158,194,2839044.26,2818977.678,2847360.335,2184236.712,345.1030982
49,2,49_2,751,141,505,19,16.766,11.661,16.524,27.222,27.51,437.937,331.472,36,54,102,123,186,210,260,277,380,402,509,545,372,446,2948302.354,2937697.382,2956427.558,2281483.574,352.7511648
49,3,49_3,1116,141,853.6,42.05,21.477,9.736,21.84,43.11,45.36,757.142,602.668,66,105,180,211,270,328,411,440,590,627,821,860,574,684,2951431.178,2937711.234,2965256.693,2320525.49,352.9701825
49,4,49_4,1502,141,1268.7,58.682,31.212,44.928,32.288,66.303,46.2,1141.8605,888.3105,91,148,254,298,421,483,595,638,855,903,1181,1247,832,981,3112242.84,3100958.739,3121813.958,2532571.582,364.2269988
49,5,49_5,1666,141,1548.4,62.6,40.45,65.027,36.333,78.153,70.4,1382.282,1062.732,99,158,273,325,455,528,656,709,936,990,1302,1363,912,1077,3214921.193,3205036.826,3225067.403,2551505.325,371.4144835
50,1,50_1,111,130.90909,98.8,2,2,2,4,4,6.95,82.565,56.1,6,7,14,15,22,23,30,33,45,48,72,78,67,77,2634544.838,2625940.789,2640280.87,1821212.854,322.4489419
50,2,50_2,347,130.90909,278.9,7,9.1,11.211,13.332,7.575,19.125,230.322,172.552,27,33,61,70,103,114,144,158,186,197,259,273,243,276,2866849.274,2858406.049,2873438.379,2135840.842,338.3003034
50,3,50_3,631,130.90909,576.4,21,27.472,20.523,27.744,20.497,34.476,475.781,360.37,39,59,117,139,192,211,258,282,317,344,467,485,444,506,3063588.18,3058093.605,3067406.09,2378721.884,351.7248405
50,4,50_4,859,130.90909,760.3,26,42.844,34.249,31.98,28.288,47.541,622.914,470.102,71,96,169,201,283,317,372,405,462,498,649,681,620,702,3238626.634,3230193.831,3244897.732,2512888.351,363.6686409
50,5,50_5,986,130.90909,978.1,34.481,59.925,29.149,42.12,38.115,64.842,804.129,594.6495,72,109,196,240,338,365,418,458,523,560,739,778,702,798,3282910.025,3270612.831,3291310.989,2497514.214,366.6903311
51,1,51_1,122,118.26087,101.2,2,2,2,2,9,2.416,89.47,71.2,7,8,15,16,23,24,30,31,52,56,93,107,49,60,2606683.657,2577993.091,2616532.657,2190560.348,312.257796
51,2,51_2,400,118.26087,299,11.2,9.4,9.494,10.605,29.988,5.768,248.523,204.851,30,42,74,86,114,126,149,172,224,246,327,346,216,255,2987144.561,2958152.516,2998767.163,2638897.799,337.5472561
51,3,51_3,565,118.26087,511.2,22.4,18.887,18.997,22.542,37.698,9.88,418.2075,311.5295,41,64,108,132,187,211,251,273,351,385,464,486,343,398,3003308.782,2988252.746,3010902.119,2548081.318,338.6217014
51,4,51_4,774,118.26087,720.5,30.8,31.916,32.232,30.9,50.7825,17.384,588.3395,466.4595,47,82,147,183,244,280,333,380,484,524,650,677,470,545,3198022.398,3185723.539,3202871.841,2762227.243,351.56443
51,5,51_5,1027,118.26087,967.2,45,39.363,39.861,40.144,66.267,55.404,778.626,618.316,55,97,189,233,318,362,421,462,592,643,826,877,575,677,3416769.714,3404041.111,3422229.512,2765324.595,366.1046928
52,1,52_1,103,105.51724,69.9,2,2,2.3,6,3,2,56.712,50.2,6,7,14,15,22,26,45,48,72,83,92,93,43,51,2800005.2,2776819.278,2810747.747,2493503.34,313.5997452
52,2,52_2,243,105.51724,215,7,5,8.3,23.331,12.524,9.18,161.957,142.373,18,24,42,46,66,76,101,119,172,187,207,215,97,120,3119280.687,3086189.604,3138951.486,2724206.222,334.0709382
52,3,52_3,400,105.51724,385.7,15.2,14.18,20.402,33.66,12.762,18.746,302.579,266.117,35,51,94,108,145,164,212,230,300,314,343,362,205,244,3221551.66,3199090.683,3233564.838,2773679.845,340.6283123
52,4,52_4,721,105.51724,647,29.2,27.371,30.653,49.428,22.575,35.404,513.834,447.18,52,82,170,197,270,306,390,424,541,565,618,654,381,452,3357083.199,3340896.554,3366947.621,2841943.83,349.3182757
52,5,52_5,863,105.51724,799,37.22,32.844,42.436,72.165,28.196,38.841,632.319,557.36,64,102,230,263,348,388,484,524,661,690,753,791,472,557,3516677.2,3493709.107,3529949.422,3044633.116,359.5510675
52,6,52_6,703,105.51724,617.2,17.9,26.361,37.944,54.384,37.905,29.559,471.1965,381.8085,47,72,151,177,253,280,349,378,520,548,595,634,340,409,3506929.937,3486841.293,3526069.359,2961412.808,358.926096
54,1,54_1,96,89.73913,71.4,2.3,2.3,2.3,2,10.5,4.6,53.9,48.9,6,10,21,25,38,42,50,51,65,69,83,92,61,69,3218815.588,3170821.078,3236821.078,2743874.412,327.9591981
54,2,54_2,238,89.73913,163.9,8.4,8.4,6.3,6.032,19.695,7.65,123.339,114.159,11,22,37,48,71,79,91,105,172,182,210,230,167,189,3341763.459,3308651.403,3358045.066,2980750.204,335.5530372
54,3,54_3,403,89.73913,368.5,22.5,20.561,21.412,15.15,37.026,17.098,272.318,251.482,39,65,83,107,138,160,176,199,280,297,351,381,271,310,3524210.047,3502836.967,3538413.973,3153423.086,346.821797
54,4,54_4,564,89.73913,512.4,25.3,24.543,32.713,22.95,57.891,24.65,372.924,341.234,59,86,111,137,187,220,241,267,377,409,488,534,361,417,3675073.475,3645056.43,3689342.959,3268781.262,356.1398323
54,5,54_5,667,89.73913,662.1,37.491,37.673,34.884,33.166,75.2235,34.022,486.186,441.262,81,120,148,187,245,280,304,337,470,503,590,623,452,518,3842086.017,3814077.855,3854246.6,3397130.34,366.4553128
55,1,55_1,141,109.71429,88.1,2,2,2,2.7,7.5,2.02,76.26,60.403,6,7,14,15,22,23,29,37,70,74,110,111,67,80,2663900.048,2637907.12,2673920.571,2254031.845,310.4670031
55,2,55_2,281,109.71429,224.4,8,9,9,7.6,20.1495,10.2,173.1695,142.1615,14,21,37,45,63,71,86,98,144,159,221,230,138,163,3037265.37,3014583.092,3047224.741,2551311.37,334.8455624
55,3,55_3,449,108,444.2,20,18.2,18.382,17.382,29.223,28.84,339.589,256.105,20,39,76,95,133,152,183,201,259,276,341,368,252,295,3169451.248,3158379.455,3174629.235,2473807.523,343.4765226
55,4,55_4,737,108,703.2,35.3,21.816,32.844,30.694,45.708,39.713,556.3495,440.7695,36,73,137,163,241,274,324,358,444,473,584,626,433,505,3303413.197,3292191.398,3313921.743,2673884.937,352.2234499
55,5,55_5,895,108,857.2,40.9,28.241,42.23,38.688,61.74,50.29,673.439,521.559,52,100,185,219,310,350,413,456,559,595,724,770,545,633,3432531.356,3418581.637,3443448.418,2755560.875,360.6541062
57,1,57_1,153,98.18182,97,3,4.4,6,3.7,3.7,10.605,74.561,52.24,6,8,14,30,43,48,61,70,80,89,113,118,109,123,3214287.622,3203226.675,3221758.273,2222291.184,343.2833167
57,2,57_2,343,98.18182,269.4,11.4,11,7,12.524,12.524,20.607,216.326,164.841,31,45,59,69,88,94,113,128,184,199,291,305,285,318,3063118.309,3058670.156,3071337.579,2307400.857,333.5017729
57,3,57_3,497,98.18182,438.1,18.6,20.539,14.14,24.786,20.706,35.1045,336.2685,252.4595,36,59,90,122,156,169,201,227,274,296,390,413,377,425,3239214.876,3232110.608,3247175.786,2442965.665,344.8962567
57,4,57_4,754,98.18182,638.6,28.55,18.887,31.824,33.475,29.64,58.353,498.6595,393.3795,73,105,140,182,228,260,304,340,424,456,607,645,588,661,3418584.413,3412947.196,3427679.427,2570453.939,356.5025208
57,5,57_5,940,98.18182,810.5,39.4,25.755,53.244,43.518,48.825,72.9615,611.4805,474.0165,52,94,137,182,242,295,355,407,503,553,765,809,744,837,3676325.946,3666404.726,3689469.888,2809304.738,373.1799142
60,1,60_1,190,97.73196,96.7,3,3,4,4,12,4.343,77.591,60.32,24,26,30,32,38,41,46,49,76,82,104,128,71,89,3209966.749,3172335.965,3226325.148,2671043.168,333.6490836
60,2,60_2,440,97.73196,209.9,12,12,7.676,7.676,22.95,5.253,170.583,144.552,49,60,74,85,105,126,149,170,247,259,301,333,238,281,3350247.78,3321785.112,3367040.727,3003320.16,342.4785367
60,3,60_3,541,97.73196,468.8,25.4,25.654,18.443,18.36,40.6335,22.36,360.4715,295.0515,51,79,113,141,188,207,231,248,345,367,438,470,331,384,3339908.655,3321201.748,3351633.612,2824031.256,341.8277801
60,4,60_4,815,97.73196,717.1,42.07,45.652,23.256,35.638,61.47,38.508,536.6455,446.9925,68,105,147,189,254,283,314,353,489,531,649,703,466,546,3580198.955,3562281.419,3597303.643,3029341.271,356.9519342
60,5,60_5,973,97.73196,886.7,51.512,56.124,34.093,34.424,93.492,47.066,663.1625,542.8485,82,132,183,237,307,358,403,454,604,659,788,844,579,675,3727185.165,3698927.889,3744948.732,3151850.97,366.2034192
61,1,61_1,204,137.6,110.4,3,4,3.7,7.5,8.181,4.04,91.364,78.019,13,15,25,28,38,47,80,84,122,135,159,162,77,96,3027841.471,3009886.946,3041675.076,2627254.62,355.3078198
61,2,61_2,361,137.6,290.8,8,11.3,10.504,20.4525,12.138,9.18,238.7285,187.6995,12,18,52,65,101,114,164,180,240,264,280,288,158,192,2900384.85,2884838.263,2910305.036,2434519.89,346.4608308
61,3,61_3,651,137.6,513.4,16.5,16.564,21.42,33.063,18.2,22.05,427.5265,358.9495,79,99,169,188,246,266,347,371,472,487,521,541,337,400,3016653.397,3002865.708,3023465.287,2536948.106,354.5312358
61,4,61_4,981,137.6,822.7,26.887,29.07,30.076,54.18,35.845,28.56,700.8835,583.2465,93,125,228,260,368,398,508,544,708,736,795,825,493,591,3142593.138,3128402.076,3150028.487,2682783.431,363.2729355
61,5,61_5,1131,137.6,1017.4,34.782,37.23,30.264,67.2765,39.74,47.137,864.8575,703.2985,81,120,255,295,420,449,566,612,786,822,895,940,550,662,3215141.85,3199988.175,3223417.754,2645578.272,368.3086696
62,1,62_1,206,81.17647,89.3,4.7,4.2,4.2,10.605,6.06,5.757,62.4775,56.0995,27,37,49,54,71,76,102,108,148,161,179,189,99,116,3552699.345,3523052.562,3566883.687,3065823.465,341.9417838
62,2,62_2,258,81.17647,154.1,7.6,6.2,6.2,15.9075,11.446,11.934,106.6895,92.7155,20,32,47,54,73,80,144,158,195,206,224,239,141,165,3530315.565,3504178.846,3545952.44,2926157.956,340.5855901
62,3,62_3,491,81.17647,348.4,17.2,21.913,22.018,35.088,25.338,25.272,222.933,188.821,31,58,86,114,134,162,246,287,351,380,417,461,235,282,3749106.163,3730359.707,3762286.955,3148339.981,353.8417263
62,4,62_4,647,81.17647,548,35.6,31.916,32.07,51.4485,38.13,42.28,355.285,308.049,55,95,127,163,183,219,340,384,473,512,559,607,324,386,3904788.112,3889474.905,3913192.193,3272327.085,363.2742209
62,5,62_5,767,81.17647,640.4,40.9,37.723,39.066,64.116,41.566,52.47,416.199,362.983,74,120,157,205,231,280,406,456,560,610,667,723,392,466,4012224.091,3994210.575,4020474.399,3346018.744,369.7835773
63,1,63_1,216,113.68421,116.5,6.8,5.4,5.4,5.415,10.605,5.151,87.41,66.359,10,41,46,63,68,85,89,106,119,125,157,171,114,134,3223480.656,3204725.603,3231611.994,2687973.125,347.0043252
63,2,63_2,430,113.68421,290.8,16.2,10,10.085,15.958,24.603,9.167,226.3215,167.4375,26,43,57,84,95,122,132,163,199,215,313,338,187,229,3125827.765,3107152.344,3139318.539,2617172.509,340.6281659
63,3,63_3,662,113.68421,529.5,29.2,15.958,16.766,22.032,38.8755,20.08,436.6775,323.1615,58,87,119,141,170,190,212,238,287,312,493,530,271,336,3117048.499,3099738.949,3129007.156,2538041.306,340.0549314
63,4,63_4,889,113.68421,781.4,39.1,24.745,27.132,36.339,61.62,24.384,644.9395,474.6025,72,110,157,194,229,268,299,336,402,443,657,704,381,466,3250160.282,3231275.482,3262648.952,2685296.047,348.7463479
63,5,63_5,1029,113.68421,917.6,46.3,28.89,41.933,42.653,76.1985,26.42,750.735,554.857,85,129,186,226,265,313,349,402,498,547,797,833,471,573,3377231.062,3357772.916,3390606.822,2825295.062,357.0433223
64,1,64_1,251,131.5736,136.1,4,4.7,4,10.56,7.07,4.545,115.55,92.26,34,37,50,60,76,79,98,104,120,126,140,166,95,119,2949483.867,2929749.988,2960398.693,2488863.22,343.9388992
64,2,64_2,503,131.5736,375.3,10.1,12.12,14.443,34.272,20.796,12.051,301.767,245.136,58,68,122,133,164,180,226,251,300,321,366,397,220,269,3067252.465,3041740.091,3082578.202,2635295.44,351.9748741
64,3,64_3,694,131.5736,545.2,24.24,22.768,22.236,32.445,29.12,16.17,447.146,396.039,107,122,193,218,268,294,358,377,441,467,517,579,350,417,3107846.779,3100188.475,3113094.496,2775689.907,354.744839
64,4,64_4,955,131.5736,796.9,27.371,36.72,30.963,52.92,42.506,27.071,657.824,563.149,130,152,255,290,371,408,514,551,647,684,755,798,502,596,3264462,3252124.429,3274229.958,2848405.639,365.4315247
64,5,64_5,1190,131.5736,1098.2,46.53,45.629,45.499,71.5065,60.716,44.21,899.6035,758.9635,167,206,348,394,493,538,670,720,847,902,1000,1053,656,775,3393591.34,3382572.038,3399722.557,2913664.23,374.2427032
64,6,64_6,1553,131.5736,1329.4,71.08,19.968,59.067,81.972,66,46.64,1121.9025,900.1425,178,227,412,459,554,611,810,894,1095,1157,1297,1366,787,940,3278961.018,3266926.076,3297717.615,2762781.098,366.4208695
66,1,66_1,104,144,72.7,2,2.7,2,2,2,6.45,59.722,40.7,4,5,17,25,35,36,51,52,60,61,77,83,74,83,2748689.704,2744715.784,2750053.886,1840216.802,341.6251556
66,2,66_2,271,144,240.6,7,7.2,8,9.241,8.282,18.195,199.485,130.14,6,12,45,53,63,70,95,105,122,131,190,201,183,209,2854399.221,2851115.968,2857118.729,1957773.825,349.0870039
66,3,66_3,501,144,438,12.4,16.532,18.584,16.626,24.48,26.589,357.783,253.06,17,32,96,115,136,157,218,236,269,292,383,401,373,422,3034833.715,3025537.899,3042350.269,2285024.539,361.8235563
66,4,66_4,690,144,644.9,18.4,20.402,26.361,30.916,30.9,47.25,528.172,362.098,18,39,121,142,167,192,269,301,342,371,510,539,494,562,3178966.482,3172391.464,3186785.61,2295716.151,371.9976341
66,5,66_5,851,144,792.9,22.6,25.553,28.662,37.389,38.48,52.47,664.286,435.349,21,48,146,173,205,232,329,367,413,449,621,653,602,684,3208847.586,3201205.471,3216081.929,2296745.033,374.1068885
67,1,67_1,112,102,72.8,2,2,2,2,5.35,5,57.739,47.5,6,7,10,11,14,15,19,20,46,59,88,92,43,52,2797526.538,2778534.615,2804046.154,2189586.154,310.5652154
67,2,67_2,291,102,233.3,9.3,9.3,8.3,7.6,25.149,21.012,167.983,139.729,18,29,36,47,54,64,76,88,138,159,234,259,131,159,3296694.655,3266275.329,3309696.867,2579513.025,342.2770722
67,3,67_3,443,102,359.3,16.6,16.6,20.18,19.594,26.316,20.909,266.669,221.815,28,49,63,84,99,118,138,160,259,277,368,390,249,291,3373346.291,3362637.419,3380155.211,2818079.047,347.1467055
67,4,67_4,614,102,490.6,25.7,25.843,26.563,25.978,34.7625,30.345,369.691,295.115,36,67,86,117,136,164,196,225,362,388,503,539,348,409,3532591.097,3524427.589,3535784.328,2896203.322,357.2634344
67,5,67_5,829,102,656.1,29,29.29,34.37,38.352,56.079,31.339,504.0475,417.2965,45,82,108,145,173,214,258,300,462,505,664,715,446,528,3545006.859,3527340.749,3554975.257,3019258.331,358.0522004
68,1,68_1,157,97.26316,106.2,4,4.7,5.4,4.7,10.5,8.08,77.255,58.469,10,13,18,28,40,57,69,79,90,96,130,135,87,101,3313800.045,3289891.385,3325362.863,2597276.182,343.3637675
68,2,68_2,407,97.26316,251.8,12.8,10.6,12.885,10.706,17.4825,15.82,186.199,132.522,22,41,62,77,94,113,130,145,180,204,295,320,175,212,3214889.742,3204390.688,3221536.331,2501160.045,337.0800542
68,3,68_3,719,97.26316,512.8,26.6,27.876,32.232,26.301,35.79,42.718,362.353,279.584,58,97,138,178,211,245,288,327,395,424,559,610,387,456,3566727.056,3558993.217,3571720.112,2796489.017,359.4320718
68,4,68_4,927,97.26316,745.7,39.944,34.31,46.818,37.234,72.2925,44.94,545.115,417.02,72,117,167,215,260,310,361,405,505,556,734,785,491,583,3712295.475,3690634.484,3724025.184,3040531.315,368.6799478
68,5,68_5,1057,97.26316,876.3,47.146,42.135,50.987,43.858,80.715,51.84,645.196,492.438,87,138,189,241,290,343,398,449,567,633,843,900,549,653,3733970.026,3714613.144,3743481.619,3052741.457,370.0569193
69,1,69_1,108,120.94488,84.3,2,2,2,4.9,5,2,69.635,64.1,10,11,17,18,29,30,45,54,82,86,98,99,42,50,2634364.359,2619177.438,2644329.858,2396885.124,316.8773746
69,2,69_2,377,120.94488,330.6,12.1,10.1,14.342,16.065,20.676,13.596,269.443,247.607,34,46,69,79,128,143,213,227,290,309,342,356,200,237,2975519.909,2964447.1,2984616.982,2629390.534,339.7548645
69,3,69_3,669,120.94488,600.2,22.9,22.523,23.674,34.632,35.49,25.314,489.196,450.526,66,96,148,172,277,301,414,437,530,565,599,630,404,469,3126863.946,3117531.22,3133418.208,2766953.199,349.9038175
69,4,69_4,863,120.94488,820.4,27.16,29.391,37.286,57.4875,47.181,35.52,665.43,619,90,116,163,191,327,364,520,560,693,736,789,821,502,587,3288466.26,3273767.467,3299865.447,2922894.344,360.7406786
69,5,69_5,1040,120.94488,954.2,41.511,34.782,41.6,63.312,50.976,43.818,779.6535,725.7435,112,153,227,260,422,470,656,702,851,894,951,992,639,743,3381628.999,3369879.464,3390065.196,2992867.265,366.9880623
70,1,70_1,167,114.85714,88.9,2.7,2,2,2.7,7.575,2.02,76.558,68.983,4,12,33,34,43,44,60,68,102,106,155,156,100,114,2696383.963,2671396.181,2707555.606,2434389.168,312.5880117
70,2,70_2,397,114.85714,232.8,6,7.7,9,8.585,19.737,9.373,192.029,177.403,6,11,25,47,89,97,138,159,233,253,345,363,229,267,2985137.456,2962466.173,2997215.11,2647555.872,331.4419162
70,3,70_3,595,114.85714,416.8,13.2,15.79,19.594,22.848,48.6975,12.075,322.784,302.624,19,42,88,109,166,188,255,280,373,402,524,548,366,423,3321359.914,3287035.704,3339849.406,3067423.41,353.395265
70,4,70_4,934,114.85714,638.8,28.6,20.2,29.544,26,65.508,21.6,527,488.113,32,74,136,173,289,324,422,455,619,658,810,847,611,702,3402339.855,3373537.344,3417530.24,3088713.925,358.6827788
70,5,70_5,959,114.85714,815.1,33.5,30.603,34.31,34.944,76.161,36.072,661.661,596.109,34,80,140,181,277,323,424,462,618,661,835,880,609,704,3434412.185,3410008.085,3444706.283,3017037.564,360.7769132
71,1,71_1,168,120.86331,102.7,2,3.2,9,5.353,5.252,4.04,83.283,75.203,10,11,19,32,75,79,101,108,131,137,158,161,70,85,3004079.029,2981575.742,3022797.006,2657044.602,338.6729001
71,2,71_2,316,120.86331,264.1,11.1,5.3,24.24,17.392,7.344,6.426,211.329,186.41,24,35,62,69,118,133,184,202,225,233,282,290,107,137,3005634.409,2978901.396,3025887.991,2713168.199,338.7762872
71,3,71_3,583,120.86331,505.6,18.551,19.392,38.709,23.896,15.556,22.47,413.271,366.861,84,106,147,167,263,284,336,355,393,416,515,539,250,307,3116210.492,3098076.347,3126577.942,2699916.465,346.1263445
71,4,71_4,854,120.86331,758.4,29.21,31.306,59.7915,40.493,34.104,36.701,598.762,519.809,93,121,190,227,357,393,480,515,584,627,744,780,330,415,3377841.525,3360847.281,3387369.24,2900352.917,363.5171131
71,5,71_5,861,120.86331,807.9,43.4,27.336,65.724,49.455,32.224,31.458,636.8415,566.4855,98,140,216,267,392,431,534,575,631,664,764,796,363,449,3457682.19,3439537.015,3472571.434,3060764.929,368.8241691
72,1,72_1,157,91.57895,74.3,3,3,3.8,8.2,5.05,2.02,53.822,47.257,6,8,13,15,21,31,60,72,110,114,119,120,57,71,3210019.39,3182043.124,3225523.148,2916126.246,324.2976568
72,2,72_2,361,91.57895,206.3,9,12.9,13.35,20.2,14.28,16.048,131.379,124.694,14,22,35,53,90,105,146,186,271,284,299,324,140,173,3625863.53,3608125.286,3640498.878,3112989.753,349.7375336
72,3,72_3,511,91.57895,444.8,22.5,23.712,21.614,74.358,29.351,32.656,280.816,272.996,26,52,87,119,156,177,241,274,394,416,450,474,225,276,3945928.249,3894832.221,3967031.203,3473797.653,369.3179635
72,4,72_4,696,91.57895,594.3,35.8,35.047,30.6,63.024,42.42,40.81,401.72,393.77,49,91,147,181,243,288,387,417,541,574,629,659,370,438,3882694.501,3860288.055,3895500.711,3431689.409,365.449546
72,5,72_5,873,91.57895,785.6,43.24,40.097,37.691,106.08,60.526,63.237,518.529,500.219,60,104,163,200,266,308,407,455,647,694,760,799,387,473,4131390.556,4092356.26,4150895.261,3577489.786,380.6638929
73,1,73_1,139,112.5,79.1,2,2.7,2,2,8.1305,2.02,64.798,56.718,24,25,37,45,51,52,58,59,101,113,133,134,98,109,2772814.037,2740557.426,2785109.663,2468478.692,320.4395131
73,2,73_2,266,112.5,208.4,9,7.6,7.6,7.373,15.18,8.466,176.375,160.769,29,37,51,63,84,96,110,119,193,202,241,251,186,211,3037991.122,3022284.971,3044742.336,2680790.146,337.9100033
73,3,73_3,517,112.5,453.1,17.4,21.614,21.635,22.032,26.802,21.216,366.035,333.187,68,87,135,157,193,212,251,277,399,417,467,488,390,440,3187288.965,3180908.193,3193194.812,2788026.559,347.7460965
73,4,73_4,702,112.5,630.3,27.451,31.916,32.232,28.325,37.17,31.164,498.139,454.215,99,126,166,200,260,292,344,375,528,556,635,665,515,584,3308041.378,3302337.17,3312648.184,2885926.919,355.7015496
73,5,73_5,841,112.5,755.3,36.461,38.149,46.26,32.094,54.537,31.993,592.712,552.386,111,146,190,228,295,333,395,433,610,646,747,791,594,677,3488302.045,3476603.013,3497106.263,3129130.919,367.5775465
74,1,74_1,74,74.54545,64.1,2,5,3,3,2,7,46.1,22.9,3,4,7,9,12,13,16,18,28,29,46,50,43,49,3219020.85,3201636.388,3230127.59,2033497.137,312.3541677
74,2,74_2,171,74.54545,159.9,8,7,8,7,12.4,13.433,114.567,62.653,5,12,17,23,28,34,40,46,57,70,108,118,101,117,3326772.852,3313249.976,3333526.353,2318746.224,318.6925207
