楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
48,1,48_1,307,170.1732,159.1,4,4,8.787,4.04,12.699,5.1,131.648,122.007,51,54,74,77,114,126,176,179,222,231,273,286,214,242,2824452.954,2801322.875,2836618.43,2545722.536,370.104693
48,2,48_2,614,170.1732,396.4,13,15.15,13.974,16.068,23.868,14.805,329.741,314.142,73,85,137,151,216,231,327,347,412,425,523,537,404,463,2920619.058,2909913.065,2926566.958,2636268.392,377.345435
48,3,48_3,899,170.1732,687.7,25.754,24.48,21.321,27.72,34.662,25.38,592.9,568.276,90,119,216,239,364,384,528,557,666,690,806,832,654,742,2946778.166,2939827.669,2951997.108,2665422.383,379.3150619
48,4,48_4,1248,170.1732,953.3,34.845,29.338,37.728,32.742,58.6965,41.25,833.653,778.213,123,159,279,310,483,518,726,770,925,960,1111,1150,914,1036,3150460.857,3137874.394,3157452.066,2782413.013,394.6511704
48,5,48_5,1417,170.1732,1208.9,38.986,39.037,51.135,40.392,89.925,44.66,1054.634,981.484,115,156,307,348,533,575,821,870,1036,1086,1268,1311,1024,1164,3250810.243,3231385.306,3259275.218,2910684.078,402.2068889
49,1,49_1,376,141,204.3,6,6,8.111,6.06,16.2105,12.852,164.9085,125.2865,17,22,33,38,76,102,120,125,162,178,232,258,158,194,2979454.405,2958327.552,2988212.579,2309197.197,354.9318083
49,2,49_2,751,141,505,20,17.776,12.671,17.544,28.767,28.56,431.302,326.937,35,54,101,123,185,210,259,277,379,402,508,545,372,446,3005807.292,2994746.423,3014086.896,2333272.978,356.7765105
49,3,49_3,1116,141,853.6,44.05,21.477,10.55,23.92,44.685,47.52,748.513,598.359,65,105,180,211,269,326,409,440,589,627,820,860,574,684,2997138.303,2983081.963,3011555.187,2359044.77,356.1696812
49,4,49_4,1502,141,1268.7,60.672,34.272,47.944,34.388,69.543,47.3,1127.3545,877.1045,89,147,252,298,419,482,593,638,853,903,1180,1247,832,981,3165873.524,3154409.102,3175337.789,2585150.776,367.9811467
49,5,49_5,1666,141,1548.4,64.59,44.427,68.147,38.453,81.423,73.7,1364.505,1052.655,97,157,271,324,453,528,654,709,934,990,1300,1363,912,1077,3269951.799,3259887.5,3280293.574,2601377.568,375.2666259
50,1,50_1,111,130.90909,98.8,3,3,3,6,5,8.45,75.065,51.6,5,7,13,15,21,23,29,33,44,48,71,78,67,77,2950930.668,2938149.291,2958100.709,2097851.721,344.0376221
50,2,50_2,347,130.90909,278.9,8,10.1,12.221,15.352,8.585,20.655,222.752,168.042,26,33,60,70,102,114,142,158,185,197,258,273,243,276,2983367.692,2973374.553,2990495.276,2237566.482,346.250972
50,3,50_3,631,130.90909,576.4,22,27.472,21.533,27.744,21.527,36.036,471.181,358.89,38,59,116,138,191,211,257,281,316,344,466,485,444,506,3098665.013,3093958.773,3101941.394,2406323.518,354.1183186
50,4,50_4,859,130.90909,760.3,27,39.794,35.269,31.96,29.328,49.131,621.334,471.702,70,96,168,199,282,317,371,403,461,498,648,681,620,702,3248044.986,3241809.134,3253289.628,2516338.985,364.3113049
50,5,50_5,986,130.90909,978.1,35.481,58.885,30.179,42.12,40.215,68.052,797.829,594.7695,71,109,194,238,337,365,416,456,521,560,737,778,702,798,3312681.163,3301535.127,3320756.151,2517748.295,368.7217735
51,1,51_1,122,118.26087,101.2,3,3,3,3,10.5,3.516,82.87,66.7,6,8,14,16,22,24,29,31,51,56,91,107,49,60,2879886.352,2849146.461,2890438.852,2433634.891,330.4177399
51,2,51_2,400,118.26087,299,12.2,10.4,10.504,12.625,31.518,6.798,240.933,199.321,29,42,73,86,113,126,147,172,223,246,326,346,216,255,3097196.871,3067723.918,3109582.885,2739570.84,344.8624979
51,3,51_3,565,118.26087,511.2,28.4,18.887,25.057,23.562,39.243,10.92,402.5425,297.9445,39,64,108,132,185,211,250,273,350,385,463,486,343,398,3138104.535,3123695.264,3148523.299,2677257.999,347.5816544
51,4,51_4,774,118.26087,720.5,36.8,35.956,35.292,32.96,53.9025,20.564,566.8795,451.3595,45,82,145,183,243,280,331,380,482,524,648,677,470,545,3333975.484,3321914.791,3339913.147,2885527.814,360.6013116
51,5,51_5,1027,118.26087,967.2,50,43.403,46.041,42.224,70.977,58.644,753.376,599.546,53,97,187,233,316,362,419,462,590,642,824,877,575,677,3538659.647,3525626.671,3545262.107,2877392.155,374.2067883
52,1,52_1,103,105.51724,69.9,3,3,3.3,7.5,4,3,50.212,45.7,5,7,13,15,21,26,44,48,71,83,91,93,43,51,3187626.946,3161488.805,3199382.94,2843671.581,338.4531395
52,2,52_2,243,105.51724,215,8,6,9.3,24.831,13.534,11.22,154.407,138.903,17,24,41,46,65,76,100,119,171,187,205,215,97,120,3269999.788,3235919.507,3290016.747,2849339.548,343.7346923
52,3,52_3,400,105.51724,385.7,16.2,15.18,22.422,38.25,13.782,19.776,291.919,257.517,34,51,93,108,144,164,211,230,299,314,342,362,205,244,3343691.917,3317132.206,3357477.414,2888409.335,348.4596582
52,4,52_4,721,105.51724,647,30.2,29.391,32.794,55.593,23.625,36.464,500.398,436.924,51,82,168,197,267,305,388,423,540,565,617,654,381,452,3451891.854,3432330.242,3463212.155,2934818.583,355.3971836
52,5,52_5,863,105.51724,799,38.22,34.884,42.642,78.39,29.256,39.911,620.718,548.969,63,102,228,263,345,386,482,523,660,690,752,791,472,557,3584475.328,3558716.582,3598574.875,3110814.378,363.898124
52,6,52_6,703,105.51724,617.2,20.9,27.371,43.044,60.564,41.055,33.759,448.5565,367.5685,45,72,150,177,251,280,347,378,517,548,592,634,340,409,3675109.993,3652171.521,3695664.23,3109996.04,369.7094055
54,1,54_1,96,89.73913,71.4,3.3,3.3,3.3,3,12,5.6,47.4,44.4,5,10,20,25,37,42,49,51,64,69,82,92,61,69,3598294.02,3547409.314,3617291.667,3086686.176,351.3975718
54,2,54_2,238,89.73913,163.9,9.4,9.4,7.3,7.032,21.21,8.67,116.804,109.664,10,22,36,48,70,79,90,105,171,182,209,230,167,189,3512120.303,3477678.993,3528858.22,3134407.115,346.0750775
54,3,54_3,403,89.73913,368.5,23.5,21.561,22.422,16.16,40.086,17.098,265.238,244.402,37,64,82,107,137,160,175,199,278,297,351,381,271,310,3608741.359,3584942.295,3623773.11,3237954.397,352.0428486
54,4,54_4,564,89.73913,512.4,26.3,24.543,33.723,24.99,60.981,26.73,363.704,336.174,57,85,110,136,186,220,239,267,375,409,486,534,361,417,3757562.151,3725705.244,3771959.577,3339579.883,361.2347211
54,5,54_5,667,89.73913,662.1,38.481,38.683,35.904,33.166,78.3435,35.062,479.006,437.222,79,119,146,186,244,280,302,335,468,503,588,622,452,518,3892715.371,3862989.65,3906081.776,3445915.322,369.58242
55,1,55_1,141,109.71429,88.1,3,3,3,3.7,9,3.03,69.75,55.913,5,7,13,15,21,23,28,37,69,74,109,111,67,80,2973457.615,2945110.638,2984286.245,2533425.951,330.6792914
55,2,55_2,281,109.71429,224.4,9,9,9,8.6,21.6645,11.22,168.6345,139.6665,13,21,37,45,63,71,85,98,143,159,220,230,138,163,3124015.949,3099764.294,3133009.604,2625804.949,340.5098649
55,3,55_3,449,108,444.2,21,18.2,18.382,18.392,32.283,30.9,332.459,253.095,19,39,76,95,133,152,182,201,258,276,339,368,252,295,3240011.8,3226251.096,3245752.178,2531559.207,348.0837117
55,4,55_4,737,108,703.2,36.3,22.826,35.904,31.724,48.828,41.813,545.0295,433.6495,35,73,136,163,239,274,323,358,443,473,582,626,433,505,3376883.696,3364762.728,3388307.428,2738794.442,357.0206413
55,5,55_5,895,108,857.2,42.9,29.251,44.29,39.624,66.465,50.29,662.708,511.898,50,100,184,219,308,349,412,455,558,595,723,769,545,633,3490741.984,3474949.872,3502720.819,2815914.873,364.4549177
57,1,57_1,153,98.18182,97,5,5.4,6,4.7,4.7,12.12,68.046,48.755,5,8,13,30,43,48,60,70,79,89,112,118,109,123,3498393.132,3493133.381,3501802.946,2464893.973,361.6666144
57,2,57_2,343,98.18182,269.4,17.4,12,7,13.534,13.534,22.137,205.776,157.351,29,45,58,69,88,94,112,128,183,199,290,305,285,318,3232076.205,3221554.667,3244613.56,2460969.986,344.4343427
57,3,57_3,497,98.18182,438.1,24.6,22.539,14.14,25.796,21.726,36.6495,324.6935,243.9745,34,59,88,122,156,169,200,227,273,296,389,413,377,425,3355963.483,3349491.757,3366197.904,2549927.697,352.4505783
57,4,57_4,754,98.18182,638.6,31.55,21.917,32.844,34.505,30.68,61.533,486.3595,387.4395,72,105,138,182,227,260,303,340,423,456,605,645,588,661,3506472.066,3501801.95,3514339.825,2644066.4,362.189369
57,5,57_5,940,98.18182,810.5,41.4,28.684,54.264,46.608,50.925,76.1715,597.1315,466.0875,51,93,135,181,240,294,353,407,501,553,763,809,744,837,3758961.874,3749993.152,3771617.101,2880327.793,378.5269448
60,1,60_1,190,97.73196,96.7,4,4,5,5,13.5,5.353,71.081,55.83,23,26,29,32,37,41,45,49,75,82,103,128,71,89,3494800.1,3455003.283,3511902.063,2928122.2,351.5768298
60,2,60_2,440,97.73196,209.9,13,13,8.686,8.686,24.48,6.273,164.013,140.022,48,60,73,85,104,126,148,170,246,259,300,333,238,281,3485940.459,3456408.024,3503084.401,3125781.899,351.0191936
60,3,60_3,541,97.73196,468.8,26.4,26.664,19.453,19.38,42.1785,24.44,352.8065,291.5465,50,79,112,141,187,207,230,248,344,367,436,470,331,384,3412127.661,3392921.493,3424011.47,2883937.62,346.3733293
60,4,60_4,815,97.73196,717.1,43.07,46.662,24.276,37.698,64.59,40.628,526.3155,440.9025,67,105,146,189,253,283,312,353,487,531,647,703,466,546,3646541.003,3627510.8,3664077.867,3087130.917,361.1275808
60,5,60_5,973,97.73196,886.7,53.512,58.144,36.153,36.504,96.672,49.206,649.6825,533.6485,80,132,181,237,305,358,401,454,602,659,786,844,579,675,3798475.616,3769625.3,3816422.221,3216033.227,370.6905241
61,1,61_1,204,137.6,110.4,4,4,4.7,9,9.09,4.04,86.955,73.61,12,15,25,28,37,47,79,84,121,134,159,162,77,96,3196888.074,3177919.629,3210942.948,2796301.224,367.0416428
61,2,61_2,361,137.6,290.8,11,11.3,11.504,21.9675,16.218,13.26,225.0535,182.1845,11,18,52,65,100,114,163,180,238,264,278,288,158,192,3103181.001,3087247.12,3111583.693,2599299.223,360.5372694
61,3,61_3,651,137.6,513.4,22.4,17.574,22.44,33.2175,21.32,23.1,415.272,347.745,77,98,168,188,245,266,346,371,471,487,520,541,337,400,3122639.463,3111641.267,3129989.878,2633877.524,361.8879157
61,4,61_4,981,137.6,822.7,32.786,30.09,32.136,55.9125,40.125,30.592,683.86,568.255,91,124,227,260,366,398,506,544,706,736,793,824,493,591,3237482.222,3223965.543,3244751.893,2766375.613,369.8593542
61,5,61_5,1131,137.6,1017.4,37.681,39.27,32.344,69.009,45.09,50.268,847.625,691.465,80,119,253,295,418,449,564,612,784,822,893,939,550,662,3294211.677,3279293.035,3302926.05,2714161.471,373.7970458
62,1,62_1,206,81.17647,89.3,5.7,5.1,5.1,12.12,6.969,6.767,56.2435,51.8855,26,37,48,53,70,75,101,108,147,160,178,189,99,116,3849508.285,3817122.857,3864864.271,3332430.124,359.9249137
62,2,62_2,258,81.17647,154.1,8.6,7.1,7.1,17.271,13.466,12.954,99.486,87.552,19,32,46,53,72,79,143,157,193,206,223,239,141,165,3732972.717,3705547.463,3750219.32,3110793.21,352.8642293
62,3,62_3,491,81.17647,348.4,18.2,22.913,23.028,36.618,26.368,27.56,215.075,185.331,30,58,85,114,133,162,245,287,350,380,413,461,235,282,3849193.501,3829781.59,3862621.156,3229137.784,359.9058415
62,4,62_4,647,81.17647,548,37.6,32.926,33.08,54.2295,40.21,45.43,343.254,302.318,52,94,126,163,182,219,338,382,471,512,557,607,324,386,4005880.109,3989349.292,4015378.657,3356790.245,369.3992066
62,5,62_5,767,81.17647,640.4,42.89,38.733,40.086,67.236,43.666,57.77,401.659,360.103,71,119,156,205,230,280,404,456,558,610,664,723,392,466,4118157.407,4098842.696,4127443.241,3430540.193,376.2018899
63,1,63_1,216,113.68421,116.5,6.8,5.4,5.4,5.405,10.605,5.151,87.42,67.379,9,40,45,62,67,84,88,105,118,124,156,170,114,134,3223119.109,3204351.773,3231238.164,2701096.162,346.9807183
63,2,63_2,430,113.68421,290.8,16.2,10,10.075,14.948,24.588,10.094,226.4295,169.5025,25,42,56,83,94,121,131,161,198,214,312,337,187,229,3124184.097,3105016.364,3137158.443,2607455.749,340.520844
63,3,63_3,662,113.68421,529.5,30.2,16.968,15.756,21.93,40.3905,21.015,433.3295,321.7885,57,86,117,140,169,189,212,237,285,311,492,529,271,336,3144976.27,3126361.404,3157781.235,2561392.5,341.8784506
63,4,63_4,889,113.68421,781.4,41.08,25.755,26.112,37.359,66.27,25.23,636.4535,468.0225,70,108,155,193,227,266,298,336,400,442,656,702,381,466,3299964.229,3278544.889,3313409.551,2732446.047,351.9982526
63,5,63_5,1029,113.68421,917.6,47.28,28.87,40.883,44.609,79.3035,28.452,743.732,552.026,83,127,184,224,263,311,347,401,496,546,795,832,471,573,3412847.107,3391963.279,3427293.409,2854620.926,359.3688405
64,1,64_1,251,131.5736,136.1,6,5.7,5,12.06,10.1,5.555,106.01,84.74,33,37,49,60,75,79,97,104,119,126,139,166,95,119,3246096.621,3225693.859,3259937.349,2765756.335,364.1783576
64,2,64_2,503,131.5736,375.3,12,14.14,15.453,35.496,22.63,12.154,293.676,237.148,57,67,121,133,163,180,225,249,299,319,365,397,220,269,3160752.123,3135712.829,3175433.021,2727608.301,358.3548508
64,3,64_3,694,131.5736,545.2,28.28,23.768,24.276,35.535,30.16,16.38,435.726,384.829,105,122,192,217,267,294,356,377,440,466,515,579,350,417,3200436.315,3192223.858,3206669.101,2866581.772,361.0627133
64,4,64_4,955,131.5736,796.9,30.3,38.76,34.979,55.9125,46.746,29.318,639.3595,549.0715,128,151,253,289,369,407,512,550,645,683,753,798,502,596,3371197.582,3358840.174,3381042.351,2946755.72,372.7146585
64,5,64_5,1190,131.5736,1098.2,48.54,47.689,49.554,72.921,62.856,48.57,883.564,752.734,165,205,346,393,491,537,668,718,845,900,998,1053,656,775,3462058.513,3451593.405,3468181.864,2972157.933,378.9145809
64,6,64_6,1553,131.5736,1329.4,75.11,24.024,63.055,85.212,71.39,49.94,1097.8985,879.6585,176,226,410,458,552,609,806,892,1093,1155,1295,1365,787,940,3364015.92,3352419.978,3382832.48,2836460.69,372.2246157
66,1,66_1,104,144,72.7,2,2.7,2,2,2,6.45,59.722,42.2,3,4,16,24,34,35,50,51,59,60,76,82,74,83,2748689.704,2744715.784,2750053.886,1871991.217,341.6251556
66,2,66_2,271,144,240.6,7,7.2,8,8.221,8.282,18.18,200.52,132.675,5,11,44,52,62,69,94,103,121,130,189,200,183,209,2836011.861,2834417.983,2838115.714,1949591.606,347.7890726
66,3,66_3,501,144,438,12.4,18.532,18.584,16.626,24.48,26.574,355.798,252.605,15,30,94,115,134,155,217,235,267,290,382,400,373,422,3054678.883,3046062.355,3062840.022,2310723.025,363.2243917
66,4,66_4,690,144,644.9,18.4,22.422,26.361,29.886,29.87,47.25,528.212,363.713,16,37,119,140,165,190,268,299,341,369,509,538,494,562,3178685.831,3173328.867,3185972.054,2299516.237,371.9778234
66,5,66_5,851,144,792.9,22.6,27.573,28.662,36.359,38.48,52.47,663.296,435.949,19,46,144,171,203,230,328,365,411,447,620,652,602,684,3214627.338,3207403.636,3221622.55,2305952.639,374.5148709
67,1,67_1,112,102,72.8,3,3,3,3,6.85,6,51.239,43,5,7,9,11,13,15,18,20,45,59,87,92,43,52,3169707.308,3147880.769,3177200,2525805.385,334.2096407
67,2,67_2,291,102,233.3,10.3,10.3,9.3,8.6,26.664,23.052,160.428,136.254,17,29,35,47,53,64,75,88,137,159,232,259,131,159,3435008.738,3403655.574,3448331.522,2694362.736,351.0640846
67,3,67_3,443,102,359.3,17.6,17.6,21.18,20.604,29.376,21.939,258.569,215.775,27,49,62,84,98,118,137,160,257,277,367,390,249,291,3472964.761,3459751.817,3480638.904,2909742.237,353.4754084
67,4,67_4,614,102,490.6,28.7,27.843,27.573,26.988,37.8525,32.445,357.481,287.105,34,67,84,117,135,164,195,225,360,388,501,539,348,409,3645146.544,3635634.396,3649339.182,2996599.958,364.4140158
67,5,67_5,829,102,656.1,32,31.31,36.39,39.372,59.199,33.459,490.7475,408.2365,43,82,106,145,171,214,257,300,460,505,662,715,446,528,3638377.148,3620201.021,3648153.512,3103281.072,363.98396
68,1,68_1,157,97.26316,106.2,4,4.7,5.4,4.7,10.5,8.08,77.255,60.489,9,12,17,27,39,56,68,78,89,95,129,134,87,101,3313800.045,3289891.385,3325362.863,2627007.463,343.3637675
68,2,68_2,407,97.26316,251.8,12.8,10.6,12.875,10.706,17.4675,15.8,186.244,134.587,21,40,61,76,93,112,129,144,179,203,294,319,175,212,3214115.656,3203642.681,3220747.616,2513705.064,337.030877
68,3,68_3,719,97.26316,512.8,26.6,27.876,30.192,29.351,35.76,42.698,361.393,280.704,57,96,137,177,210,243,286,326,393,422,557,608,387,456,3575042.184,3568283.706,3579571.227,2811693.333,359.960327
68,4,68_4,927,97.26316,745.7,39.924,34.27,46.778,38.234,72.2925,44.94,544.215,418.26,71,116,165,213,258,308,359,403,503,554,732,783,491,583,3717857.207,3696394.295,3729580.526,3050976.563,369.0332814
68,5,68_5,1057,97.26316,876.3,47.106,42.105,51.977,43.828,80.685,51.84,644.336,493.738,85,136,187,239,288,341,396,447,565,631,841,898,549,653,3738574.368,3719199.534,3748269.67,3061616.254,370.3494304
69,1,69_1,108,120.94488,84.3,3,3,3,6.4,7,3,62.135,58.6,9,11,16,18,28,30,44,54,81,86,97,99,42,50,3007097.519,2986916.833,3019596.619,2738407.252,341.8724219
69,2,69_2,377,120.94488,330.6,13.1,11.1,15.352,17.595,24.756,15.656,258.763,241.047,33,46,68,79,127,143,212,227,288,309,340,356,200,237,3114204.263,3099155.111,3124899.243,2751272.491,349.0548741
69,3,69_3,669,120.94488,600.2,22.9,23.533,25.714,36.192,39.69,26.354,479.346,443.816,65,95,147,172,275,301,413,437,528,565,597,629,404,469,3199387.654,3187722.788,3207605.05,2837551.317,354.7671721
69,4,69_4,863,120.94488,820.4,28.15,30.401,39.346,60.6375,50.361,35.51,655.05,609.68,89,115,162,191,325,364,518,560,691,736,788,820,502,587,3346243.453,3330524.905,3358667.246,2982926.377,364.6151492
69,5,69_5,1040,120.94488,954.2,44.541,35.802,43.68,64.887,53.136,44.908,768.6985,718.0585,110,152,226,260,420,470,654,701,850,894,949,991,639,743,3434998.057,3423472.707,3444016.363,3044863.292,370.5669286
70,1,70_1,167,114.85714,88.9,3.7,3,3,3.7,9.09,3.03,70.033,64.478,3,12,32,34,42,44,59,68,101,106,154,156,100,114,3003863.032,2976472.398,3015859.535,2711976.214,332.6645862
70,2,70_2,397,114.85714,232.8,7,8.7,10,9.595,21.267,9.373,186.489,171.863,5,11,24,47,88,97,137,159,232,253,345,363,229,267,3087853.082,3064215.6,3100270.878,2750271.498,338.1486424
70,3,70_3,595,114.85714,416.8,14.2,17.79,20.604,24.888,48.6825,13.125,315.699,297.639,18,42,86,109,165,188,253,280,372,401,523,548,366,423,3396469.818,3363542.313,3414940.589,3135542.35,358.2994999
70,4,70_4,934,114.85714,638.8,30.6,22.22,31.584,28.08,65.508,23.76,516.7,482.133,30,74,134,173,287,324,420,455,618,657,808,847,611,702,3475924.412,3448560.272,3490622.95,3152605.161,363.4874175
70,5,70_5,959,114.85714,815.1,35.5,32.623,36.35,37.024,76.161,38.232,651.361,590.129,32,80,138,181,275,323,422,462,617,660,833,880,609,704,3492870.938,3469601.154,3502791.07,3067795.525,364.593926
71,1,71_1,168,120.86331,102.7,3,4.3,10.5,7.353,6.363,5.05,75.562,69.502,9,11,17,32,74,79,100,108,129,137,157,161,70,85,3319050.114,3294699.413,3339989.606,2946140.314,359.6092135
71,2,71_2,316,120.86331,264.1,12.1,6.3,27.27,19.412,8.364,7.446,202.239,179.36,23,35,61,69,116,133,182,202,224,233,281,290,107,137,3153428.849,3123390.342,3175366.77,2850548.134,348.6002706
71,3,71_3,583,120.86331,505.6,19.551,20.402,40.239,25.956,16.586,24.57,404.541,362.331,83,106,146,167,262,284,335,355,392,416,513,539,250,307,3192124.214,3173518.211,3202938.842,2764358.314,351.1723742
71,4,71_4,854,120.86331,758.4,31.21,33.326,62.8815,44.653,36.204,37.878,584.215,507.509,91,121,188,227,355,393,478,515,582,627,742,780,330,415,3465411.413,3447753.766,3475624.054,2983235.896,369.3379351
71,5,71_5,861,120.86331,807.9,44.39,29.376,68.814,53.655,34.344,33.598,622.2615,556.1855,96,139,214,267,390,431,532,575,629,664,762,796,363,449,3541561.685,3522592.03,3556871.926,3136912.267,374.3996885
72,1,72_1,157,91.57895,74.3,4,4,4.8,9.7,6.06,3.03,47.302,42.757,5,8,12,15,20,31,59,72,109,114,118,120,57,71,3579465.199,3548682.096,3595951.183,3249628.289,346.8990475
72,2,72_2,361,91.57895,206.3,10,13.9,13.55,21.715,15.3,17.068,125.624,120.979,13,22,34,53,88,105,145,186,270,284,298,324,140,173,3746789.997,3727407.609,3761507.793,3220454.396,357.1353881
72,3,72_3,511,91.57895,444.8,22.5,24.712,22.624,74.664,28.311,33.696,278.5,273.8,25,51,86,119,155,177,239,274,394,415,449,474,225,276,3968914.732,3918226.921,3989232.43,3494112.401,370.7241953
72,4,72_4,696,91.57895,594.3,34.8,38.077,32.64,64.7235,40.425,41.87,396.8855,392.1155,48,89,146,181,241,288,385,417,540,572,628,659,370,438,3919817.918,3897226.849,3931595.703,3466707.434,367.7206256
72,5,72_5,873,91.57895,785.6,43.23,45.147,38.701,107.64,59.572,65.377,509.733,497.843,59,103,161,199,264,307,405,454,646,693,758,799,387,473,4183649.292,4144935.875,4203012.279,3626459.633,383.8608978
73,1,73_1,139,112.5,79.1,3,3.7,3,3,9.6305,3.03,58.288,52.228,23,25,36,45,50,52,57,59,100,113,132,134,98,109,3117593.073,3082714.567,3130788.751,2779662.268,343.1543672
73,2,73_2,266,112.5,208.4,10,8.6,8.6,8.383,24.27,9.486,162.255,148.689,28,37,50,63,83,96,109,119,191,202,240,251,186,211,3328962.919,3296761.506,3341358.691,2958563.907,357.0799099
73,3,73_3,517,112.5,453.1,19.4,22.624,22.645,24.072,36.072,21.216,350.705,317.857,67,87,134,157,192,212,249,277,397,417,467,488,390,440,3336146.195,3322124.779,3344165.335,2936883.789,357.5531611
73,4,73_4,702,112.5,630.3,30.451,33.936,34.272,30.385,46.62,33.284,477.449,437.765,97,126,164,200,258,292,342,375,526,556,633,665,515,584,3456525.775,3445791.212,3462297.944,3024857.257,365.4840511
73,5,73_5,841,112.5,755.3,39.491,39.149,48.3,34.154,64.077,33.277,573.758,535.786,109,145,188,227,293,333,393,433,608,646,744,791,594,677,3604443.384,3588189.06,3614640.017,3239847.805,375.2292112
74,1,74_1,74,74.54545,64.1,3,5,5,3,3.1,8.5,40.5,20.3,2,4,7,9,11,13,16,18,26,29,45,50,43,49,3584886.506,3571780.554,3593994.033,2337792.825,333.8756768
74,2,74_2,171,74.54545,159.9,10,8,9,8,13.4,14.948,107.052,58.168,3,12,16,23,27,34,39,46,56,70,107,118,101,117,3528529.754,3514927.519,3536195.891,2494954.295,330.5605738
